review,sentiment
"I must say that I am fairly disappointed by this ""horror"" movie. I did not get scared even once while watching it. It also is not very suspenseful either.... I was able to guess the ending half way through the movie... So.. what's left?<br /><br />""The Ring"" is a trully scary movie... I wish other movies would stop copying from it (e.g. the trade-mark: long hair). Please give me some originality.<br /><br />Will not recommend this movie.",negative
"this is more than a Sat. afternoon special. Exremely well written if very low key there is a lot here if you look for it. Catch the cat companion/scout for instance. It not only could have been a comic book it should have been a comic book. The comic industry (as well as the film's publicists) missed the boat on this. One of the least know really great films. A great script by John Sayles is a strong point but the acting is good as well. Probably the best ""super hero"" film I've ever seen. Short on special effects but long on believability. This one's a keeper. I have never seen a DVD of this film but i used to own a VHS version. Good hunting",positive
"This movie isn't even good enough for the $1 bin at the grocery store.<br /><br />I only purchased it because Terrence Howard was in it. Guess he couldn't be too choosy about his roles during this time. <br /><br />The movie in itself was hard to sit through. It seemed they were grasping at straws with a storyline. The ""guys night out"" had to be the most boring I've ever seen. One minute they are talking and the next reciting poetry? Even the arguments were hard to follow. Most of the acting lacked any depth.<br /><br />I have no idea what they were going for with this one but they certainly missed the mark.",negative
"The movie seemed a little slow at first. But it picked up speed and got right to the point. It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"". I enjoyed it. It is very close to reality as any movie about the Atomic Bombs that were to be dropped on Japan. I have recommended it to friends. I was particularly pleased with the acting ability of Dwight Schultz.",positive
"This film without doubt is one of the worst I have seen. It was so boring that I simply could not wait for it to end. I talked my girlfriend into watching it after this site had good reviews and after even 30 mins in she looked at me as if to say ""your nuts"" The scenery was as boring as the film with nothing but driving around in the car looking at the wind blowing bits of bush around. The acting was un-inspiring and the film was simply a waste of what have been a good idea into a waste of a dvdr.<br /><br />Guy Pierce should have stuck to neighbours as at least he washed his hair. All he done was talk on his phone but yet sold nothing as a salesman. He would have been sacked weeks before. His girlfriend (once in Coyote Ugly) should have remained dancing on the bar as at least she looked hot in that.<br /><br />The guy who played Vincent (those who watched know) was so annoying with his phone calls that any normal person would have drove to his house and hit him with a bit of 4 by 2.<br /><br />I do not on this earth know what anyone liked about it. I actually want people to watch this to suffer the torture I went through.",negative
Sadly it was misguided. This movie stunk from start to finish. It was hard to watch because I used to watch Clarissa Explains It All every day on Nickelodeon. I LOVED her. Then the next thing I found she did a spread in Maxim and she was gorgeous! I haven't really heard anything about her until I watched this movie on accident. I couldn't believe she would even let something like this be seen with her name all over it. Everything about it was wrong but it still looked like someone somewhere in the team was trying really really hard to save a sunk ship. Too bad.. I hope she continues to act and I would love to see her with a real cast in a real movie.,negative
This film is self indulgent rubbish. Watch this film if you merely want to hear spoken Gaelic or enjoy the pleasant soundtrack. Watch for any other reason and you will be disappointed. It should be charming but isn't - it's just irritating. The characters are difficult to care about and the acting is poor. The stories within the film are also charmless and sinister. I was expecting a heartwarming family film but this also held no appeal to my fourteen year old daughter. It is rarely that I cannot see a film through to its conclusion but this one got the better of both of us.<br /><br />Although the film is set in current times it has the look and feel of a cheap East European film made during the Cold War. There isn't even enough in the way of beautiful Scottish scenery and cinematography to redeem it. A real shame because as a film this is an embarrassment to Scotland.,negative
Eddie Murphy Delirious is undoubtedly the funniest thing I have ever seen in my life. When I saw it for the first time about 2 years ago I was in stitches for weeks after it. To date I have seen it a further 17 times and i still laugh my ass off each time. For those who dont know Eddie Murphy was a brilliant stand up comedian before he was a Hollywood superstar. There is not one dull spot in this piece of genius unlike Eddie Murphy Raw which was released in 1987 which goes flat during the middle. If you are not the sort of person who can't stand swearing then I wouldn't advise you to see it as you will probably hear swearing of some form every 5-10 seconds. I gave this a 10 out of 10 because it displays the greatest comic genius of them all at his best.,positive
I love playing football and I thought this movie was great because it contained a lot of football in it. This was a good Hollywood/bollywood film and I am glad it won 17 awards. Parminder Nagra and Kiera Knightley were good and so was Archie Punjabi. Jonathon Rheyes Meyers was great at playing the coach. Jazz (Parminder Nagra) loves playing football but her parents want her to learn how to cook an want her to get married. When Jazz starts playing for a football team secretly she meets Juliet (Kiera Knightlety) and Joe (Jonathon Rhyes Meyers) who is her coach. When her parents find out trouble strikes but her dad lets her play the big match on her sisters Pinky (Archie Punjabi's) wedding. At the end her parents realise how much she loves football and let her go abroad to play.,positive
"This film is probably the worst movie I have watched in a very long time. The acting is so wooden a door could have done a better job. The plot is laughable and shallow and the actual ""rugby"" shown is a far cry from reality. I still don't get the ""haka"" as portrayed in this poor excuse for entertainment. I am not a Kiwi but I do know that the Haka can only be performed by someone of Maori origin and not by an all-American white boy.<br /><br />I am assuming that this was made for the American audience so the shallowness and ""Disney end'"" is excusable but there was hardly any attempt to point out the basic rules of the game apart from the prison side where the main character suddenly takes charge of an American Football game and gets everyone playing rugby instead. The only thing good about this film were the end credits. It would be less painful to spend ninety minutes inserting toothpicks into your eyeballs.",negative
Another wonderful Patterson book made into an incredibly awful movie. If the big budget movies don't work then why make a low budget made for t.v. movie that's 10 times worse! I am desperate for a good movie that will do ONE of his books justice!,negative
VHS - I have watched this over and over and LOVED every minute of it so much so I have now ordered the DVD I only wished the film could have lasted longer. I never worry about what other people think I prefer to make my own mind up and entirely disagree with the negative comments and will not let others spoil my enjoyment of the film whatsoever. Make up your own mind and don't let others put you off! I have all Jane Austen's BBC series but this is my FAVOURITE. I see there is to be a NEW Northanger Abbey released in 2007 which I will buy when it comes out but it will not stop me watching Northanger Abbey released in the 80's.,positive
This is probably the only female Ninja movie ever made. It's great as a B film and the action sequences are a lot of fun to watch. This movie is just so deliciously 80's. You'll never see another film like it. Check it out for some 80's retro fun.,positive
1st watched 6/21/2001 - 2 out of 10(Dir-Emmanuel Itier): Pretty much worthless supposed thriller that spends more time drawing us into sexual encounters with and without the star 'Amber Smith.' It tries to wrap a story around the sex scenes but as usual with these types of movies it is not done very well. I was so bored with this movie that I actually fast-forwarded thru the ending to get it over with. The video version I watched was called 'Tell Me No Lies.',negative
As kids movie it is great. For the family it just sucks. I was truly hoping for something like the Goonies which is a great film for all ages. This movie was just geared too much to the kids with the silly script and characters calling each other little names like booger breath. ??? Alan Cummings was however a delight. And why do people compare Willy Wonka to this movie...just because there is a theme song closely resembling the Willy Wonka song doesnt make this film anything like Willy Wonka.,negative
This is the second film I've seen of Ida Lupino as a director after 53's the hitch-hiker. I think this one was a better film then that one. This one has a girl who is about to get married and she is then sexually assaulted and doesn't like everyone looking and talking about her so she runs away and and is taken in by a family. I think Leonard Maltin's review is right only to give it 2 and 1/2 stars.,positive
If you watched this film for the nudity (as I did) you won't be disappointed. I could have done without the bumbling crooks or the bear though. Some bottomless nudity could have be shown but for what it was I think H.O.T.S. has to be the best of its genre.<br /><br />It is not the sort of film that could have been made today which is a pity because it is the sort of film that is worth watching in these times.<br /><br />I would take mindless nudity over pivotal plot points any day.<br /><br />It is a shame that the DVD doesn't have any extras but as they didn't have DVDs when this was filmed that is understandable. I would have like to know more about the shooting of the film especially where they shot the football match at the end.,positive
I was actually fairly surprised to find out a movie based on the Far Cry game had been created. The story here is not something I would consider to be a strong point in the game universe. No worries though as in typical Boll fashion the story in the movie has very little to do with the game it is based on. Now I understand that certain liberties need to be taken to make a transfer from one form of media to another but it seems like he really just doesn't even try to make a connection. Not only that but the acting and action sequences are so corny it almost makes you feel like the whole project was one big joke. It has been said a million times before but why couldn't someone more talented pick up the video game rights to create a movie????,negative
At least one kind. Very human and moving. Not out to teach a lesson or anything like that. All principals are effective. I saw the movie years ago and still remember it (but can't remember the Morgan Fairchild role).<br /><br />And a nice slice of American life.,positive
"This did for crime what ""Not Another Teen Movie"" did for school. I laughed all the way through as 2 inept gangs warred with each other and among themselves. An unsubtle comedy using overt jokes and gags that kept me rolling all the way. I suppose the biggest gag in the entire film was that time never seemed to go forward leaving the characters trapped in the 30's.",positive
"Surprisingly good ""Mean Streets""-type crime drama. Foreshadows elements of ""Goodfellas"" and ""Casino"". Joe Pesci's first big role. Clever dialog. I think the Maltin guide gives this a bomb rating. I can only guess no one actually bothered to watch it.<br /><br />Saw this at Tarantino's film fest and he said Scorsese used a number of these actors in Raging Bull.",positive
"With title like this you know you get pretty much lot of junk. Acting bad. Script bad. Director bad. Grammar bad.<br /><br />Movie make lot of noise that really not music and lot of people yell. Movie make bad racial stereotype. Why come every movie with black hero have drug addict? Why come hero always have to dance to be success? Why come famous rapper always have to be in dance movie? Why come letter ""s"" can't be in title?<br /><br />Hollywood need to stop dumb down audience and make movie that have people with brain who know how speak proper English.<br /><br />Do self favor and not go see.",negative
"I never really knew who Robert Wuhl was before seeing this. But after seeing it I realized what a funny man he is. This HBO special features him teaching ""American history"" to New York university film students and the man was just phenomenal. He poked fun at almost every key historic event that occurred not just in the U.S. but some other parts of the world. This documentary/comedy was a great satire that made me question if what I accept as the infallible true history is really true.<br /><br />I enjoyed how Mr. Wuhl managed to mix useful information with great comedy and made learning a lot more exciting. I would recommend this to anyone interested in history and is willing to question what his/her beliefs.",positive
I loved this film. A must see for any Rod Steiger fan. Producer Suzanne DeLaurentiis and Director Stewart Raffill have brought us a true family film that touches the soul. An incredibly well put together movie with a beautiful soundtrack.,positive
The true story of Phoolan Devi who became a national hero in India because she fought for her rights as a woman but in a violent manner. I was surprised to see a powerful film with strong images come out of India instead of the Bollywood art trash classics they churn out.,positive
"This film is really a big piece of trash trying to make itself look like a Hollywood production.Poor story outline(stupid robot story)...ultra bad acting by untalented pop idols...and they are trying to""FIGHT""!!!My goodness...those miserable actors uses wires to make them look like they are ""good fighters""...:(and I hate that arrogant Edison Chen...the worst actor I have ever seen!!!I will never touch his movies again.AVOID this movie at all costs!!!I wanted to give it a negative value out of ten...not even worth a 0/10.",negative
This picture for me scores very highly as it is a hugely enjoyable and amusing spoof of Alien Invaders taking over a town and many of its' men folk.<br /><br />The town and the players are all decked out in sort of 1950's style and the whole movie has a deliberate tacky and kitschy feel to it. Some of the scenes are hilarious like with the birth of an alien creature.<br /><br />All the actors give full blooded and serious performances which makes the film even funnier and the special effects and Aliens are at least it seems to me intentionally 3rd rate to add to the amusement.<br /><br />These type of films often deserve a cult following:<br /><br />8/10.,positive
The turgid pace of this movie numbs us to any shocks that it might provide. There was no real suspense. Most of the characters were insipid. The chesty Irish priest was as lame as the love interest. Interest is misleading. The girl that they chose to provide the film's sensuality might be better. The central conflict of the main character was uninvolving. This film is entirely devoid of positives. It is like a tedious exercise by someone who didn't want to go to the gym that day but did anyway.,negative
The movie was disappointing. The book was powerful. The views and the learning of Little Tree were powerfully portrayed in the book. The movie just coasted along and finally dribbled away. Still a nice tale for kids.,negative
I have to agree with the previous author's comments about the excellent performances and plot. Started watching this movie by accident...(lazy Sunday afternoon clicking channels to see if anything good was on)...and was mesmerized by Martin Sheen and Emilio Estevez. Wow! Gut wrenching! Kudos to everyone (have always admired Martin Sheen) but was particularly impressed with Emilio! Excellent job of acting and directing...simply superb! So why have I never heard of this movie before? I'll have to spread the news.,positive
This is a really obnoxious show. It is in fact an example of how low television has fallen since 'reality' got in style. Tanya is pretty but she is also extremely rude and has awful taste. Is a house show the place for sex appeal? Apparently some males like the show because they find Tanya attractive. The other boss is not pretty but he's fully as rude and also has awful taste. It is unfortunate that so many houses have to be shown while someone is still living in them. Most of the people who are allegedly viewing these houses before changes are made should be moving into brand new houses or completely empty ones so they will not be insulting anyone. Most of them ..like the 'crew'..need to be taught manners. I can imagine how awful the British show is since the British reality shows tend to be even worse when it comes to manners and taste.<br /><br />What happened to the Arts and Entertainment channel? When it started out (and for some years afterward) it was filled with treats. Now it's one big trash machine.,negative
I don't think this movie is for everyone. But I saw it this weekend in Seattle and I thought it was so funny. I haven't laughed that hard during a movie in long time. I thought the entire cast did a great job. You will find yourself laughing from the first moment through the very last scene. I suspect some moviegoers (especially the ones who take themselves WAY too seriously) will be turned off by this brand of humor. Not me. The movie was a real surprise. And the entire theater was rolling with laughter throughout the showing I went to which makes me think that a lot of people enjoyed themselves and were happy to have a good time at the movies for a change. I cannot wait to see it again! If you're in the mood to LOL then this is for you. Funny funny funny funny!,positive
i would never have thought that it would be possible to make such an impressive movie without any music. but it is. just the pictures. watch out for that picture: anne talking with that little boy benny 'bout the soul. really strong. might make you feel different.,positive
This movie is god awful. Not one quality to this movie. You would think that the gore would be good but it sucks bad. The effects are worse and the acting if you can call it acting is the worst I've ever seen. This movie was obviously shot on a camcorder and runs on a budget around 500 dollars probably. If you want to watch a good Zombie movie than watch Dawn of the dead or Day of the dead. If you want to watch a good cheap shot on video Zombie movie like this but way better than watch Redneck Zombies. Please avoid this movie at all costs. It is unwatchable and pointless. You've been warned. I've got nothing else to say about this stupid movie.,negative
I can only think of one reason this movie was released. To capitalize off the upcoming fame of Guy Pearce. This movie has no merit at all and needlessly trashes Errol Flynn's memory. The homosexual encounter was pure speculation. The disdain shown for Flynn in this movie is palpable. An easy way to slander an actor who died years ago. Horrible and embarrassing. Very disappointing. Don't waste your time on this utter trash. Watch My Wicked wicked ways if you want to learn about this fine actor or read his autobiography. This movie is NOT the way.,negative
This is a wonderful film. The non-stop patter takes several watchings to fully appreciate. The musical productions of Busby Berkeley will never be duplicated. I think this movie easily outdoes all of his other efforts. Joan Blondell and James Cagney are incredible together. Some of the humor would almost push the boundaries of today's movies. Put rational explanation of how they did it aside and enjoy it for the spectacle that it is.,positive
If you are an insomniac and you cant get anything to get you to sleep i definitely recommend this movie. If you are renting it for whatever other reason....DONT!....this movie is by far one of the most slow moving turtle motivated movies i have ever seen. The only reason i rented it was because my brother wanted to for some odd and strange reason. I cant even write about this movie anymore...GET IT AWAY FROM ME!!!!!!!!,negative
I saw this movie when I was a lot younger but it captured me. I loved Orry and George's relationship so much. I was so enraptured in Orry and Madenline's love story. I am a hopeless romantic so it really got to me. I especially liked it when he first met her. I just wish he had more time with her and their baby. So you know in Book three I was so hurt that he died. I didn't really understand that because they had little time together. I just loved Patrick in this movie. I just bought all three books together and I can't stop watching them. My 12 year old son is stuck on it. He likes the fighting in the war. I cry every time. I wish I could meet Patrick and Madeline in person! It was a wonderful movie and cast!,positive
The worst movie i've ever seen. I still don't understand what Dennis Hopper and Michael Madsen intend to do in. Maybe they had bills to pay... The best and cult part happens during a flashback which brings us during WWII when a Nazi officer hide his Jewish wife. That's the beginning of a typical serial killer life! It seems to be directed during the beginning of the 80's but then appears a New Beattle... Amazing! This movie was directed in 2001... I'm quite sure that it took less than two weeks to do that movie. I heard that Dennis Hopper's wife asked for divorce after she saw that picture and Michael Madsen's mother had a heart attack when the actor admitted to be the man under the yellow baseball hat. Pathetic!,negative
I was unsure of this movie before renting and did so on the assurance that Hilary Swank has always given excellent performances in her movies. She seems to rely on restraint to gain the emotional impact that she does. And she didn't prove me wrong in this movie.<br /><br />However the movie also had fantastic performances from all other members of the cast both speaking and non-speaking. I have to single out Jamie Bartlett and Chiwetel Ejiofor - the two main protagonists - for their outstanding acting abilities and portrayal of true human feelings and failings. The whole movie ran almost like a documentary.<br /><br />I must applaud Tom Hooper as the director and Avril Beukes as the editor for keeping a multiple layered story being revealed smoothly whilst keeping dialogue and action moving along in an understandable fashion. The opening sequence of the South African landscape was striking and I had to push the pause button to savour the photography.<br /><br />Why can't a movie like this ever get nominated for an International award. It seems to me to hit the high-rating button on all counts. It was not just a film it was a true experience of life in a country coming out of apartheid. A life of poverty was all around but it celebrated the dignity of the human spirit.,positive
Went to see this movie hoping to see some flashes of the Jet Li we were amazed by in Lethal Weapon 4. Unfortunately too many of his fight stunts are so clearly fake that it took even that enjoyment out of it. The flying kicks would be a lot more impressive if you couldn't see the wires holding him up as he flies through the air for 4 seconds and 9 kicks.<br /><br />Too cartoonish and very disappointing.,negative
"A very strange and compelling movie. It's about a very awkward and tightly wound man who attempts to navigate his life as a door-to-door fundraiser/salesman. The director was able to capture a very unnerving tone that really served the story well. Original and unsettling while also finding a great deal of humor in the pain that accompanies life. There is a sequence at a testing facility that really stood out and made me laugh out loud which is not something I do as frequently as I should. One of the more memorable films I've seen in a long while. Hasn't left my mind and I look forward to future efforts by Bronstein. Fantastic performances all around. The simple line ""I really appreciate it."" is now iconic to me.",positive
Under no circumstances watch this film. It is terrible for a number of reasons:<br /><br />No plot No structure No direction No acting to speak of No visual style No tension<br /><br />In a word - no.<br /><br />Best thing about it the box and the fact it eventually ends. Who would have thought 85mins could feel so long.<br /><br />Once again: Under no circumstances watch this film. It is terrible.<br /><br />No plot No structure No direction No acting to speak of No visual style No tension<br /><br />In a word - no.<br /><br />Best thing about it the box and the fact it eventually ends. Who would have thought 85mins could feel so long.,negative
I rented this movie hoping that it would provide some good entertainment and some cool poker knowledge or stories. What I got was a documentary type look at an average guys life who happened to be really good at cards. Do I want to see the romance with his wife? NO Do I want to see about everything that went on in this guy's life except poker? NO. Well thats what you get with this film. The acting is good for such a low budget piece of crap. The film never tries to break the mold or do anything original. It simply sleep walks its way through the script. The ending is disappointing and never really looks deep into Ungar's mind. Instead it focuses on what was already obvious. He was a drugged out card player with an average life not unlike any other average joe in vegas. The movie focuses on the aspects of his life that were UN extraordinary rather than the Extraordinary. The poker scenes in the entire film add up to about 4 minutes of footage. Ungar's achievements of winning the WSOP 3 times seem life after thoughts. A 10 year old could do a better job directing this movie.. or maybe it was the script being a piece of crap from the beginning that doomed this joke of a movie.<br /><br />If you want to see a film about gambling watch Rounders. It at least has style.,negative
Excellent episode movie ala Pulp Fiction. 7 days - 7 suicides. It doesnt get more depressing than this. Movie rating: 8/10 Music rating: 10/10,positive
The arch title doesn't fit this gentle romantic comedy. Donna Reed and Tom Drake don't have much chemistry -- but their characters aren't supposed to. Both are extremely likable and attractive.<br /><br />The supporting cast is a dream -- with the exception of Sig Ruman's annoying faux Russian.,positive
I felt like I was watching an example of how not to make a movie. I think the director filmed it in his back yard! There was no real plot. <br /><br />Terrible script.<br /><br />Terrible acting.<br /><br />The worst production I have ever witnessed. A couple of bad CG effects and then the rest of the movies was spent walking around in what looked like a junk yard.<br /><br />I don't normally write reviews to movies but was moved to warn everyone about this one.<br /><br />Life is to short to waste your time with this movie!,negative
It's not my fault. My girlfriend made me watch it.<br /><br />There is nothing positive to say about this film. There has been for many years an idea that Madonna could act but she can't. There has been an idea for years that Guy Ritchie is a great director but he is only middling. An embarrassment all round. <br /><br />,negative
My children watch the show everyday that its on. Its a great program for younger children. However they need to stop showing re-runs and do some more actual shows and get rid of Rooney's and Deedee's YELLOW TEETH. Moe is the only Doodle bop with clean white pearlie teeth and the children notice these things and ask if the 2 don't ever brush their teeth? Does the show ever make its way to the United States and if so where can we find its schedule at. And one other thing if we might be able to add. Moe you need to stop hiding so much. Sometimes when you pop up out of no where you scare the younger children and whats with the pulling of the rope? What does that signify? other then getting wet all the time. They need to add newer things to their show instead of the same ole same ole. Kids loose interest that way.,negative
I think that this film was one of Kurt Russels good movies. Kurt russel is my favorite actor so I think that he is a good actor in any role he plays. But this movie had a lot of action in it and I know that it should have more then a 5.6 out of 10 on the meter but many people did not like this movie. Oh well I thought it was good so I think that every one should see this movie. If you see this movie and like it I think that you should see Back Draft also with Kurt Russel. I give Soldier *** 1/2 out of *****,positive
"... And it's a not very good documentary either American MOVIE seems to have confused some people into thinking this is a spoof documentary ( "" Mockumentary ) and even some newspaper TV listings described it as such . I'll not laugh out loud at that because it's easy to mistake this documentary as one big wind up ala THIS IS SPINAL TAP <br /><br />What seems to have caused the confusion is that the documentary centres around budding film maker Mark Borchardt who is .... How can I put it ? Rather self deluded ? Yes but that's not necessarily a bad thing since if we had no dreams we'd all still be living in caves and the fact that Mark is obsessed with horror movies is not to be taken as a criticism since both Sam Raimi ( Yes that one ) and Peter Jackson ( yes that one ) both started out doing low budget horror comedies so again it's not a criticism . No it's just that Mark Borchardt ( yes that one ) is a parody of American trailer trash <br /><br />Remember in THERE'S SOMETHING ABOUT MARY Ben Stiller gives a lift to a dodgy hitch hiker ( "" Come into my office because you're f***in' fired "" ) ? Well that's who Mark resembles along with most of Jerry Springer's guests so it's very easy to see why some people thought this wasn't a real documentary . It's also not a very good documentary since Mark and co give me the creeps . Did you know that someone thought Mark would grow up to be a serial killer ? Does anyone else think there's plenty of time left for this to happen ?",negative
This is one of Jackies best films that is him without opera buddies Sammo Hung and Yuen Biao it has one of the best openings in any action film and it carrys on in that way with Jackie showing some high quality stunts the only critisim is that in the middle it gets a bit slow but it shows up for a frantic last 25 mins in the film and the end credits show what a crazy fool jackie chan is just to keep us film addicts happy,positive
As there was nothing wrong with the acting etc etc the writing for the episode is way off for this series phantom or no phantom. It was a waste of 42 minutes to see the martian man hunter. You have to know that in the middle of the 6th series no matter what happens it is not true what is going on and really brings nothing to the story of the series except meeting the martian man hunter again and to waste 30 minutes to do this is by far another case of bad writing in the soap opera of smallville. I really like the show but mainly due to the cast and the 3 or so good episodes each year but who ever is on the writing cast that works or used to work on the soaps needs to be canned. This was by far one of the worst. With in the first 4 minutes you know that what is going on is bogus and anything happening is a dream based on Clark's infliction obviously caused by a phantom zone character and when he wakes up he will win and blah blah blah so the writers don't have to really create a villain that will progress the story line any this week. May as well have added another villain to die in the last episode the martian man hunter was in and made him fly away again or come back and tell Clark he forgot his sunglasses to get a closer look like in this episode and call it a day.,negative
"this movie was rather awful Vipul Shah's last movie was good this one was just bad although it's a good story and is handled in a great way Aatish Kapadia who adapted this movie from another gujarati play ""Avjo Wahala Fari Malishu"" made a good but slow pianful 2 and a half hours to watch there are a lot of flaws in this movie but it's still a entertainer songs are rather bleaked out and don't work well but they're still good overall not a movie you would enthusiastically watch it's still a story to take in to account and it's good if you're the relationship type pretty good movie with loads of flaws and humor that's really not needed even one bit",positive
"The plot of ""In the Mood for Love"" is simple enough: A married man and a married woman (though not to eachother) slowly develop a romantic attachment to one another. The film's pace is numbingly slow and precious little actually happens between the two. Yet the backdrop of Hong Kong in the early 1960s and director Wong Kar-Wai's keen sense for capturing the beauty of the setting as well as the principal characters make this film a joy to watch. Actors Tony Leung and Maggie Cheung are both excellent and Wong Kar-Wai has done an extraordinary job in capturing the feel and nostalgia of the past (something so many films and directors try to do but usually fail miserably). There are so many little details that add charm to the film (a trademark of the director) and the colors and cinematography are what send this otherwise simple story over the top as a marvelous cinematic achievement. 9/10.",positive
Pointless boring film with charismatic Mercurio completely wasted. Released for a minute on a Thursday in maybe one local cinema and avoided by the entire population of Sydney except me and four others BACK OF BEYOND is a project seemingly created by a producer looking for a fee. Local actors like John Polson and Terry Serio deserve better (well Polson has morphed into a Director of lame thrillers like SWIMFAN and HIDE AND SEEK) and Terry Serio seems never to get a guernsey apart from thug roles. But Paul Mercurio should have become one of Australia's greatest exports on screen. Roles like this are major disappointments and films like this are just a waste of talent and time.,negative
"I saw this movie on mystery science theater when it was called ""It lives by night"". That title is much less misleading than ""Batpeople"". In fact it would more accurately be called Batperson. This movie is about a doctor who studies bats I am thinking because he wants to make a better cure for rabies. This is not really clear. What is clear is that he and his wife take a tour of a cave and he gets bitten by a bat. Why a scientist needs to take a tour to study bats is beyond me. Shouldn't he be able to go in by himself. Well after being bitten he and his wife go on their honeymoon where he starts having fits. They go to the worst doctor ever. The guy stays in the hospital and kills a nurse. In the end the guy kills 3-4 people and his wife stands by him and you are supposed to be rooting for him instead of the sheriff investigating the murders.",negative
I saw this movie when it aired on the WB and fell in love with Riley Smith immediately. I would recommend the movie to people of all ages who just feel like being entertained and not much more. I wish they'd air it again or cast Riley Smith in another movie!,positive
John Leguizamo is a great comedian and storyteller. Every time this has been on HBO I've had to stop and watch it. John tells the story of how he grew up (probably some fact and fiction) and adds hilarious stories in the midst. If you like John's comedy I would have to say this is probably his comedy at his best.,positive
This is by far the best stand-up routine I have ever seen. John Leguizamo's one man show tells the supposed story of his life in a barrage of lines and situations. By far better than any other comedy out there.,positive
Well don't expect anything deep an meaningful. Most of the fight scenes are pretty decent. The two leading ladies are quite endearing but their lack of HK action background shows at times. The ending maybe lacks something but I quite enjoyed it none the less. The cheesy humour isn't probably going to appeal to anyone who hasn't watched a bunch of HK films but if your down with that sort of thing and have a couple of hours to fill with something meaningless you could do a lot worse than this. (OK so you could do better but.......)<br /><br />Certainly on a par with most of the Hollywood blockbuster action drivel.<br /><br />7/10,positive
I watched the first show of each series just to see and what a waste of time. The girl from Emmerdale she was fat so yeah she should be in fat friend but no one every lost weigh.<br /><br />Like Itv made a big mistake with this.<br /><br />Bad Girls is 100times better.<br /><br />I feel that the whole show was just about large people trying to loose weight but never did then they tried to have love storyline oh my god what a a waste of time and also air time. This show has not been repeated on ITV2/3/4 yeah thats how good it is.<br /><br />I would say do not by th box sets just a waste of money.<br /><br />BEWARE,negative
"First off i'll give this movie a low scoring 4 out of 10! It was nothing more than a wannabe film. I felt very let down watching this film. I was lead to people it would be more drama and more facts about the true story it's based on. Instead i spent over an hour watching middle aged mean break the law and take drugs.<br /><br />It's abit like football factory but with no real storyline and not a good ending. After watching the film i was left wondering ""What was that film all about?"" If you like films with no real storyline and a lot of drug taking and swearing then this is the film for you.<br /><br />I'm a BIG fan of mob and gangster movies but this film did not live up to the hype. I can see where the writer was trying to go with the film but it never reached it's destination.One of the worst British films that i have ever watched. If only the movie had more of a storyline this would have bad an excellent movie.",negative
When the Grinch came out I was excited though I thought it was going to be a happy go lucky film and it was. Though it did have a little Nightmare before Christmas touch to it. You know kind of dark and spooky. I loved this film because it helped fill people with the Christmas spirit. So mostly the Grinch saved Christmas. And what happened then well in Whoville they say that the Grinch's small heart grew three sizes that day. MERRY GRINCHMAS!,positive
This started out as a good sketch comedy. The first few shows were very good and I was looking forward to a long run. What was really funny was the Mariah Carey imitation and the take off on Beverly Hills 90210 featuring the hair fight. The Delta Burke vs William Conrad heavy weight battle was also good. Unfortunately the following shows went downhill relatively quickly. The writing became uninspired and oh so predictable as if the show had acquired a cult following in it's young tenure. Nothing fresh was being offered and the recurring skits were boring. One example is the gun family (or whatever it was called) which became a weekly feature. This sketch was not all that funny to begin with let alone being a regular feature. An example of a quick promising start then a sudden fall.,negative
This isn't a bad movie. It's fun to watch for the first time. However it has absolutely no replay value at all. When you try to watch it again it gets so boring you have to turn it off. I give this movie a 6 out of 10.,negative
GREAT MOVIE! Chucky is by far the funniest character in a movie. Jennifer Tilly (Tiffany) makes this movie even better! Well before Chucky died Tiffany and him were together. But like ten years later Tiffany gets Chucky back (as a doll) and brings him back to life. It was a great movie!Scary and definetly funny (only because Chucky!)10/10,positive
